timestamp,route,direction,staCode,busPlate,status,speed
2026-07-12T00:30:52.239Z,N1A,0,M222/1,AA7296,0,21
2026-07-12T00:30:52.239Z,N1A,0,M172/3,AA6356,1,8
2026-07-12T00:30:52.239Z,N1A,0,M172/3,AA7463,0,1
2026-07-12T01:30:59.872Z,N1A,0,M222/1,AA2719,0,38
2026-07-12T01:30:59.872Z,N1A,0,M254,AA7296,1,8
2026-07-12T01:30:59.872Z,N1A,0,M114,AA6356,0,46
2026-07-12T01:30:59.872Z,N1A,0,M19,AA7463,0,9
2026-07-12T01:45:19.709Z,N1A,0,M95/3,AA7463,0,18
2026-07-12T01:45:19.709Z,N1A,0,M50,AA3011,0,40
2026-07-12T01:45:19.709Z,N1A,0,M268,AA2719,0,20
2026-07-12T01:45:19.709Z,N1A,0,M129,AA7296,0,42
2026-07-12T01:45:19.709Z,N1A,0,M95/3,AA6356,1,
2026-07-12T02:30:53.397Z,N1A,0,M222/1,AA3011,0,23
2026-07-12T02:30:53.397Z,N1A,0,M253,AA2719,1,42
2026-07-12T02:30:53.397Z,N1A,0,M114,AA6356,1,10
2026-07-12T02:30:53.397Z,N1A,0,M113,AA7463,0,14
2026-07-12T03:45:18.903Z,N1A,0,M22,AA6356,0,18
2026-07-12T03:45:18.903Z,N1A,0,M239/1,AA7463,0,29
2026-07-12T03:45:18.903Z,N1A,0,M113,AA3011,1,47
2026-07-12T03:45:18.903Z,N1A,0,M65,AA2719,1,20
2026-07-12T04:00:54.612Z,N1A,0,M10,AA2719,1,34
2026-07-12T04:00:54.612Z,N1A,0,M268,AA6356,0,20
2026-07-12T04:00:54.612Z,N1A,0,M114,AA7463,1,7
2026-07-12T05:15:19.786Z,N1A,0,M239/1,AA3011,0,26
2026-07-12T05:15:19.786Z,N1A,0,M268,AA2719,1,4
2026-07-12T05:15:19.786Z,N1A,0,M95/3,AA6356,1,
2026-07-12T05:30:50.934Z,N1A,0,M60,AA6356,1,2
2026-07-12T05:30:50.934Z,N1A,0,M50,AA7463,1,32
2026-07-12T05:30:50.934Z,N1A,0,M129,AA3011,0,34
2026-07-12T05:30:50.934Z,N1A,0,M113,AA2719,0,3
