timestamp,route,direction,staCode,busPlate,status,speed
2026-07-11T15:45:21.258Z,MT4,0,M1/11,AA7017,0,6
2026-07-11T15:45:21.258Z,MT4,0,M65,AA7248,1,10
2026-07-11T15:45:21.258Z,MT4,0,M127,AA7247,0,20
2026-07-11T15:45:21.258Z,MT4,0,M139/1,MZ8267,1,9
2026-07-11T15:45:21.258Z,MT4,0,M184,AA6373,1,26
2026-07-11T15:45:21.258Z,MT4,0,T332/2,AA7121,1,2
2026-07-11T15:45:21.258Z,MT4,0,T332/2,AA7203,1,16
2026-07-11T15:45:21.258Z,MT4,0,T379,AA7848,0,3
2026-07-11T15:45:21.258Z,MT4,0,T419,AA6719,0,35
2026-07-11T15:45:21.258Z,MT4,0,T419,AA7146,0,48
2026-07-11T15:45:21.258Z,MT4,0,T419,AA6562,0,21
2026-07-11T15:45:21.258Z,MT4,0,T419,AA7522,0,4
2026-07-11T15:45:20.827Z,MT4,1,T356/3,AA7560,0,25
2026-07-11T15:45:20.827Z,MT4,1,T433,AA5784,0,28
2026-07-11T15:45:20.827Z,MT4,1,T360,AA7842,1,15
2026-07-11T15:45:20.827Z,MT4,1,T376/2,AA7479,0,14
2026-07-11T15:45:20.827Z,MT4,1,T363/2,AA6936,0,1
2026-07-11T15:45:20.827Z,MT4,1,T370,AA7721,0,22
2026-07-11T15:45:20.827Z,MT4,1,T370,AA7374,1,10
2026-07-11T15:45:20.827Z,MT4,1,T430,AA7031,0,47
2026-07-11T15:45:20.827Z,MT4,1,M140/1,AA7094,0,7
2026-07-11T15:45:20.827Z,MT4,1,M128,AA7517,0,7
2026-07-11T15:45:20.827Z,MT4,1,M128,AA6802,0,21
2026-07-11T19:30:51.872Z,MT4,0,M65,AA6936,0,10
2026-07-11T19:30:51.872Z,MT4,0,M127,AA7031,1,19
2026-07-11T19:30:51.872Z,MT4,0,M277,AA7517,0,40
2026-07-11T19:30:51.872Z,MT4,0,M277,AA7094,0,44
2026-07-11T19:30:51.872Z,MT4,0,T359,AA6802,1,41
2026-07-11T19:30:51.872Z,MT4,0,T434,AA7213,0,39
2026-07-11T19:30:51.872Z,MT4,0,T419,AA7017,0,3
2026-07-11T19:30:52.562Z,MT4,1,T435,AA6562,0,31
2026-07-11T19:30:52.562Z,MT4,1,T363/2,AA7848,1,17
2026-07-11T19:30:52.562Z,MT4,1,T314/2,AA7522,1,2
2026-07-11T19:30:52.562Z,MT4,1,T311/1,AB5340,0,6
2026-07-11T19:30:52.562Z,MT4,1,T430,AB5348,0,36
2026-07-11T19:30:52.562Z,MT4,1,T430,AA7458,0,47
2026-07-11T19:30:52.562Z,MT4,1,M129,AA6719,0,1
2026-07-11T19:30:52.562Z,MT4,1,M129,AA7146,0,19
2026-07-11T19:30:52.562Z,MT4,1,M60,AA5784,0,40
2026-07-11T20:00:54.057Z,MT4,0,M67,AA7479,1,11
2026-07-11T20:00:54.057Z,MT4,0,M125,AA7374,1,28
2026-07-11T20:00:54.057Z,MT4,0,M139/1,AA5784,0,24
2026-07-11T20:00:54.057Z,MT4,0,T332/2,AA6936,0,19
2026-07-11T20:00:54.057Z,MT4,0,T313,AA7031,1,4
2026-07-11T20:00:54.057Z,MT4,0,T419,AA7094,0,45
2026-07-11T20:00:54.057Z,MT4,0,T419,AA7517,0,27
2026-07-11T20:00:54.080Z,MT4,1,T418,MZ8267,0,32
2026-07-11T20:00:54.080Z,MT4,1,T376/2,AA7203,0,7
2026-07-11T20:00:54.080Z,MT4,1,T306,AA7121,1,21
2026-07-11T20:00:54.080Z,MT4,1,M140/1,AA6562,0,20
2026-07-11T20:00:54.080Z,MT4,1,M132/2,AA7848,1,5
2026-07-11T20:00:54.080Z,MT4,1,M128,AA7522,1,10
2026-07-11T20:00:54.080Z,MT4,1,M108/1,AB5340,1,24
2026-07-11T20:00:54.080Z,MT4,1,M1/11,AB5348,1,
2026-07-11T20:00:54.080Z,MT4,1,M1/11,AA7458,1,
2026-07-11T21:12:12.157Z,MT4,0,M1/11,MZ8267,1,4
2026-07-11T21:12:12.157Z,MT4,0,M102,AA7203,1,16
2026-07-11T21:12:12.157Z,MT4,0,M203/2,AA7121,1,4
2026-07-11T21:12:12.157Z,MT4,0,T315,AA7522,0,21
2026-07-11T21:12:12.157Z,MT4,0,T315,AA6562,0,27
2026-07-11T21:12:12.157Z,MT4,0,T345/9,AA7458,1,
2026-07-11T21:12:12.155Z,MT4,1,T360,AA7374,0,3
2026-07-11T21:12:12.155Z,MT4,1,T370,AA6802,1,25
2026-07-11T21:12:12.155Z,MT4,1,M198,AA7017,1,34
2026-07-11T21:12:12.155Z,MT4,1,M132/2,AA7248,1,1
2026-07-11T21:12:12.155Z,MT4,1,M1/11,AA6373,1,
2026-07-11T21:15:19.187Z,MT4,0,M1/11,MZ8267,1,4
2026-07-11T21:15:19.187Z,MT4,0,M102,AA7203,0,18
2026-07-11T21:15:19.187Z,MT4,0,M277,AA7121,0,45
2026-07-11T21:15:19.187Z,MT4,0,T375,AA6562,0,10
2026-07-11T21:15:19.187Z,MT4,0,T380,AA7522,0,36
2026-07-11T21:15:18.916Z,MT4,1,T356/3,AA7479,1,7
2026-07-11T21:15:18.916Z,MT4,1,T376/2,AA7374,0,24
2026-07-11T21:15:18.916Z,MT4,1,T370,AA6802,0,24
2026-07-11T21:15:18.916Z,MT4,1,M183/1,AA7017,1,20
2026-07-11T21:15:18.916Z,MT4,1,M129,AA7248,0,14
2026-07-11T21:15:18.916Z,MT4,1,M1/11,AA6373,1,
2026-07-12T00:30:52.237Z,MT4,0,M1/11,AA6802,0,6
2026-07-12T00:30:52.237Z,MT4,0,M139/1,AA7017,0,48
2026-07-12T00:30:52.237Z,MT4,0,M203/2,AA7248,1,42
2026-07-12T00:30:52.237Z,MT4,0,T379,AA6373,0,34
2026-07-12T00:30:52.237Z,MT4,0,T419,MZ8267,0,42
2026-07-12T00:30:52.261Z,MT4,1,T345/3,AA7121,1,39
2026-07-12T00:30:52.261Z,MT4,1,T376/2,AA6562,0,31
2026-07-12T00:30:52.261Z,MT4,1,T314/2,AA7522,1,34
2026-07-12T00:30:52.261Z,MT4,1,M60,AA7479,0,48
2026-07-12T11:00:55.844Z,MT4,0,M65,AA7489,0,27
2026-07-12T11:00:55.844Z,MT4,0,M127,AA6935,1,28
2026-07-12T11:00:55.844Z,MT4,0,M139/1,AA7488,0,31
2026-07-12T11:00:55.844Z,MT4,0,M184,AA6719,1,7
2026-07-12T11:00:55.844Z,MT4,0,M184,AA6952,1,23
2026-07-12T11:00:55.844Z,MT4,0,T369,AA7871,0,2
2026-07-12T11:00:55.844Z,MT4,0,T369,AA7374,0,17
2026-07-12T11:00:55.844Z,MT4,0,C702,AA7303,1,20
2026-07-12T11:00:55.844Z,MT4,0,T419,AA6562,0,29
2026-07-12T11:00:55.855Z,MT4,1,T345/3,AA7031,0,28
2026-07-12T11:00:55.855Z,MT4,1,T360,AA6802,0,21
2026-07-12T11:00:55.855Z,MT4,1,T327,AA7213,0,43
2026-07-12T11:00:55.855Z,MT4,1,M183/1,AA7017,0,4
2026-07-12T11:00:55.855Z,MT4,1,M60,AA6521,1,2
2026-07-12T11:00:55.855Z,MT4,1,M1/11,AA7248,1,
